query,predicted_labels
"Mắt trái tôi đột nhiên đau nhức dữ dội, cơn đau buốt lan lên tận nửa đầu. Mắt đỏ hoe căng cứng, nhìn bóng đèn thấy có quầng sáng xanh đỏ bao quanh và tôi bị nôn mửa.","viêm cân gan chân, cúm a h1n1, hồng ban nút, viêm bờ mi mắt, thoát vị bẹn người lớn"
"Ngay viền mí mắt của tôi mọc lên một cục mụn sưng đỏ tấy, ở giữa có ngòi mủ trắng. Chớp mắt thấy cộm vướng và ấn nhẹ vào thì đau nhức điếng người.","vỡ túi ngực, nhiễm trùng hậu sản, bỏng, hội chứng antiphospholipid, hội chứng kháng thể kháng phospholipid"
"Mắt tôi không khóc mà lúc nào cũng ướt nhèm chảy nước mắt sống. Sáng ngủ dậy mí mắt dính chặt đầy ghèn mủ, góc trong của mắt hơi sưng nề.","nấm da (hắc lào), ho gà, viêm mũi, gai đen, phù kết mạc"
Tự nhiên tôi thấy có những tia chớp sáng lóa lên trong mắt dù không có ánh đèn. Sau đó xuất hiện một mảng mờ đen như tấm màn rủ xuống che khuất một góc tầm nhìn của tôi.,"chắp mắt, lang ben, rách võng mạc, hội chứng kháng thể kháng phospholipid, bỏng"
"Tôi nhìn thẳng vào giữa khuôn mặt người khác thì thấy mờ tịt và các đường nét bị méo mó, lượn sóng. Nhưng nhìn liếc sang hai bên xung quanh thì vẫn thấy rõ nét.","chắp mắt, loạn thị, tự kỷ ở trẻ em, ung thư biểu mô tiểu thùy tại chỗ, áp xe não"
"Lợi của tôi sưng đỏ tấy lên, mỗi lần đánh răng là nhổ ra toàn máu tươi. Dạo này tôi thấy lợi bị tụt xuống làm lộ chân răng dài ra, vài cái răng hàm có vẻ hơi lung lay và miệng có mùi hôi.","sưng bao quy đầu, gai đen, hội chứng urê huyết tán huyết, nấm da (hắc lào), nhiễm trùng hậu sản"
"Răng hàm của tôi bị thủng một lỗ màu đen, hay bị nhét thức ăn vào đó. Cứ nhai trúng hoặc uống nước đá, đồ ngọt vào là răng lại ê buốt buốt tận óc.","viêm xoang, sâu răng, nấm da (hắc lào), chắp mắt, bỏng"
"Nửa đêm tôi bị những cơn đau nhức răng hành hạ không ngủ nổi, cơn đau giật giật lan lên tận thái dương. Uống thuốc giảm đau rồi mà vẫn nhức buốt kinh khủng.","xơ vữa động mạch ngoại biên, sâu răng, viêm mũi, chèn ép khoang dưới mỏm cùng vai, vỡ túi ngực"
"Chân răng tôi mọc một cục mủ sưng to đỏ ửng, cắn hai hàm lại là đau nhức nảy người. Nửa mặt bên đó cũng sưng vù lên, tôi bị sốt và sờ dưới hàm thấy có cục hạch.","bỏng, nấm da (hắc lào), vỡ túi ngực, u mềm treo, nhiễm trùng hậu sản"
"Trong khoang miệng và trên lưỡi tôi nổi đầy những mảng cợn trắng như sữa đông. Lấy tay cạo ra thì thấy niêm mạc đỏ rát, miệng rất khô, ăn uống mất vị giác và nuốt hơi xót.","nhiễm nấm candida (nhiễm trùng nấm men), lang ben, gai đen, hội chứng sjogren, chắp mắt"
"Vùng dưới hàm góc mang tai của tôi sưng to thành cục cứng, ấn vào rất đau. Tôi bị sốt hầm hập, há miệng nhai thức ăn khó khăn và trong miệng cảm giác có vị mủ mặn mặn.","nang tuyến bartholin (viêm tuyến bartholin), hội chứng urê huyết tán huyết, viêm xoang, viêm va, bong gân"
"Tôi bị ngã chống tay xuống đất, nghe cái rắc, giờ khớp vai đau điếng người. Khớp vai nhìn có vẻ lệch hẳn đi, cánh tay xụi lơ buông thõng xuống không thể giơ lên được nữa.","lang ben, hội chứng sau bại liệt, chắp mắt, u mềm treo, hội chứng urê huyết tán huyết"
"Tôi hay chạy bộ thể thao, dạo này gót chân và phần gân to ngay sau cổ chân rất đau nhức, sưng tấy nhẹ. Sáng dậy gót chân bị cứng đơ, đi kiễng gót thấy buốt.","nấm da (hắc lào), nang tuyến bartholin (viêm tuyến bartholin), vỡ túi ngực, u mềm treo, áp xe rò luân nhĩ"
"Bàn tay tôi hay bị tê rần châm chích 3 ngón cái, trỏ, giữa, nhất là lúc nửa đêm phải thức dậy vẩy tay mới đỡ. Gần đây tôi thấy tay yếu đi, cầm bát đũa hay đánh rơi.","thiếu máu, tụ máu não, viêm xoang, hội chứng goodpasture, viêm lồi cầu ngoài xương cánh tay"
Sáng ngủ dậy bước chân trần xuống nền nhà là lòng bàn chân và gót chân tôi đau nhói xót xa như dẫm phải đinh gai. Đi lại rón rén một lúc thì cơn đau mới dịu bớt đi.,"viêm mũi, áp xe má, chèn ép khoang dưới mỏm cùng vai, hội chứng goodpasture, chắp mắt"
"Tôi đi siêu âm bác sĩ bảo bị gai gót chân, cứ đứng lâu hay tỳ gót bước đi là thốn tận óc. Ở dưới gót chân thỉnh thoảng ấn mạnh vào thấy hơi cộm cộm đau nhức.","nấm da (hắc lào), chèn ép khoang dưới mỏm cùng vai, vỡ túi ngực, áp xe má, xơ vữa động mạch ngoại biên"
"Tôi đang đá bóng thì bị vặn đầu gối, giờ khớp gối sưng to, co duỗi cứ nghe tiếng lụp cụp. Thỉnh thoảng đi lại khớp bị kẹt cứng đơ lại không gập được, ấn vào khe khớp rất chói.","lang ben, viêm đầu ti, viêm xương tai chũm, phù thũng, viêm xoang sàng"
"Hôm qua chạy bứt tốc tôi bị nhói giật một cái ở bắp đùi trước. Giờ đùi căng cứng, sờ vào thấy nề nề bóp vào rất đau nhức, bước đi hay nâng chân lên cực kỳ khó khăn.","nấm da (hắc lào), nang tuyến bartholin (viêm tuyến bartholin), chèn ép khoang dưới mỏm cùng vai, vỡ túi ngực, áp xe má"
"Da ở lưng và đùi tôi nổi lấm tấm nhiều nốt sần đỏ, ở giữa mỗi nốt có mụn mủ liti nằm ngay chân sợi lông. Các nốt mụn này rất ngứa ngáy râm ran.","viêm khớp, viêm khớp nhiễm khuẩn, viêm da cơ địa, rôm sảy, nấm da (hắc lào)"
"Ở bẹn và mông tôi nổi các mảng da đỏ hình tròn lốm đốm, viền ngoài có nổi các mụn nước nhỏ li ti. Nó cực kỳ ngứa ngáy bứt rứt, nhất là lúc ra mồ hôi và lan rộng dần ra.","sưng bao quy đầu, viêm da cơ địa, nấm da (hắc lào), giun kim, ghẻ"
"Móng chân cái của tôi bị dày cộm sần sùi lên, đổi sang màu vàng đục đen xỉn. Bề mặt móng rất mủn, cắt móng tay vào là vỡ vụn gãy nát, phần khóe móng bị tróc lên.","u mềm treo, giãn ống dẫn sữa, nấm da (hắc lào), hội chứng urê huyết tán huyết, bỏng"
"Dưới lòng bàn chân và ngón tay tôi mọc mấy nốt sần sùi cứng ngắc, ấn vào thấy hơi cộm. Bề mặt nốt sần thô ráp, màu xám xỉn, nhìn kỹ thấy có lấm tấm mấy chấm đen liti.","u mềm treo, hội chứng urê huyết tán huyết, bỏng, hội chứng goodpasture, ung thư da đầu"
"Con tôi bị sốt, sau đó khắp người từ mặt xuống tay chân mọc đầy những nốt ban đỏ, rồi hóa thành các mụn nước trong suốt to như hạt đậu. Các nốt mụn này rất ngứa ngáy.","nấm da (hắc lào), u mềm treo, hội chứng urê huyết tán huyết, ghẻ, sưng bao quy đầu"
"Cứ đêm xuống là tôi bị ngứa điên cuồng ở kẽ các ngón tay, nếp gấp cổ tay và vùng quanh rốn. Vạch ra nhìn kỹ thấy có những đường hầm nhỏ xíu ngoằn ngoèo dưới da.","u mềm treo, ung thư da, chắp mắt, phù não, hội chứng urê huyết tán huyết"
"Da cùi chỏ, đầu gối và rìa chân tóc của tôi mọc các mảng đỏ cộm lên, bề mặt bong tróc những lớp vảy màu trắng đục lấp lánh như vảy nến, thỉnh thoảng hơi ngứa.","nấm da (hắc lào), bỏng, u mềm treo, viêm xoang mũi dị ứng, viêm môi"
"Ở mặt trước cẳng chân tôi tự nhiên nổi một mảng sưng tấy đỏ lựng, bóng loáng. Ranh giới chỗ da đỏ với da lành nổi gờ lên rất rõ ràng, sờ vào nóng rực, tôi bị sốt rét run lập cập.","bỏng, viêm bể thận, nhiễm trùng hậu sản, viêm bờ mi mắt, viêm khớp nhiễm khuẩn"
"Trên mặt và bàn tay tôi xuất hiện những mảng da loang lổ loang lổ mất hẳn sắc tố trắng bệch ra. Nó không bị bong vảy, không đau ngứa gì cả nhưng diện tích cứ dần lan rộng.","u mềm treo, lang ben, viêm bờ mi mắt, hodgkin, bỏng"
"Hai bên gò má và trán của tôi xuất hiện những mảng da thâm sạm, tàn nhang lốm đốm màu nâu sẫm. Chúng hoàn toàn không ngứa hay đau nhưng làm da mặt tối sầm rất xấu xí.","bỏng, lang ben, viêm đầu ti, nấm da (hắc lào), viêm xoang mũi dị ứng"
"Cả tuần lễ tôi mới đi đại tiện được 1-2 lần. Phân rất cứng, vón cục lổn nhổn như phân dê, mỗi lần rặn vã mồ hôi hột rất khổ sở đau rát, đi xong vẫn thấy ấm ách ở bụng.","nhiễm nấm candida (nhiễm trùng nấm men), chắp mắt, sưng bao quy đầu, viêm amidan hốc mủ, ung thư biểu mô tiểu thùy tại chỗ"
"Mỗi lần tôi ngồi xổm rặn đi ngoài là thấy có một khối thịt dài màu đỏ tươi sa hẳn ra ngoài lỗ hậu môn. Lúc bình thường thì phải lấy tay đẩy nhẹ nó mới thụt lên, thỉnh thoảng quần lót hay bị ướt rỉ dịch nhầy.","u mềm treo, tinh hoàn ẩn, hội chứng stevens-johnson, viêm xương tai chũm, chắp mắt"
"Đi ăn cỗ về vài ngày, tôi thấy mệt lả chán ăn, cứ ngửi thấy mùi dầu mỡ là ợ buồn nôn. Sau đó tròng trắng mắt và da dẻ vàng ệch ra, đi tiểu nước có màu sậm như nước vối.","đau đầu migraine, ung thư thận, ung thư tụy, suy thận cấp, nhồi máu não"
"Tôi đi khám sức khỏe phát hiện bị virus viêm gan. Dạo này cơ thể hay mệt mỏi rã rời vô cớ, ăn uống không ngon miệng, thỉnh thoảng hơi tức ấm ách ở mạng sườn bên phải.","cúm a h5, viêm phổi, nhiễm nấm cryptococcus, suy thận, u nguyên bào thần kinh"
"Tôi bị mỏi mệt âm ỉ, uể oải dai dẳng kéo dài không rõ nguyên do. Cơ bắp thỉnh thoảng nhức mỏi, ăn uống không ngon miệng và dạo này có vẻ gầy sút cân đi một chút.","basedow, ung thư lá lách, chèn ép khoang dưới mỏm cùng vai, thận bột, đậu mùa khỉ"
"Tôi không hề uống rượu bia nhưng đi siêu âm bác sĩ bảo gan bị nhiễm mỡ độ 2. Dạo này vùng bụng dưới sườn phải hay bị ấm ách tức nặng, ăn vào hay bị đầy hơi khó tiêu.","lao màng bụng, viêm loét dạ dày, viêm niêm mạc hang vị dạ dày, bệnh mạch vành, lang ben"
Đi siêu âm tổng quát phát hiện có nang nước mọc ở trong gan. Dạo này có vẻ cái nang nó to lên làm tôi hay bị tức nặng vướng víu ở vùng mạn sườn phải khi nằm nghiêng.,"bệnh mạch vành, viêm đầu ti, nấm da (hắc lào), suy thận, u nguyên bào thần kinh"
"Tôi bị đau quặn thắt dữ dội vùng hạ sườn phải, sau đó sốt cao rét run bần bật từng cơn. Được 1-2 hôm sau thì da dẻ và mắt tôi bắt đầu chuyển sang màu vàng khè, rất hay nôn ói.","viêm mũi họng, phế cầu khuẩn, viêm đài bể thận, viêm đường hô hấp dưới, xoắn tinh hoàn"
"Tôi hay bị đau tức cồn cào vùng trên rốn, thường xuyên buồn nôn. Mỗi lần nôn trớ ra toàn thứ dịch màu vàng xanh đắng ngắt cuống họng, kèm theo cảm giác nóng rát giữa ngực.","viêm đầu ti, suy thận, huyết khối tĩnh mạch sâu, áp xe, đau thượng vị"
"Tôi đi siêu âm định kỳ phát hiện có cục nhú thịt thừa lồi ra trong túi mật. Bình thường không sao, thỉnh thoảng ăn no quá tôi mới thấy hơi đau râm ran tức nhẹ ở mạn sườn phải.","gist dạ dày, lang ben, tinh hoàn ẩn, hội chứng stevens-johnson, suy thận"
